Currency, Amount, # of Basic Operations (Recursive), Execution Time (Recursive), # of Basic Operations (Recursive w/ Memoization), Execution Time (Recursive w/ Memoization), # of Basic Operations (Dynamic Programming), Execution Time (Dynamic Programming)
[1], 0, 0, 0.0, 0, 0.0, 0, 0.0 
[1], 1, 1, 0.0, 1, 0.0, 1, 0.0 
[1], 2, 2, 0.0, 2, 0.0, 2, 0.0 
[1], 3, 3, 0.0, 3, 0.0, 3, 0.0 
[1], 4, 4, 1e-05, 4, 1e-05, 4, 0.0 
[1], 5, 5, 1e-05, 5, 1e-05, 5, 0.0 
[1], 6, 6, 1e-05, 6, 1e-05, 6, 1e-05 
[1], 7, 7, 1e-05, 7, 1e-05, 7, 1e-05 
[1], 8, 8, 1e-05, 8, 1e-05, 8, 1e-05 
[1], 9, 9, 1e-05, 9, 1e-05, 9, 1e-05 
[1], 10, 10, 1e-05, 10, 1e-05, 10, 1e-05 
[1], 11, 11, 1e-05, 11, 2e-05, 11, 1e-05 
[1], 12, 12, 1e-05, 12, 2e-05, 12, 1e-05 
[1], 13, 13, 1e-05, 13, 2e-05, 13, 1e-05 
[1], 14, 14, 2e-05, 14, 2e-05, 14, 1e-05 
[1], 15, 15, 2e-05, 15, 2e-05, 15, 1e-05 
[1], 16, 16, 2e-05, 16, 2e-05, 16, 1e-05 
[1], 17, 17, 2e-05, 17, 2e-05, 17, 1e-05 
[1], 18, 18, 2e-05, 18, 3e-05, 18, 1e-05 
[1], 19, 19, 2e-05, 19, 3e-05, 19, 1e-05 
[1], 20, 20, 2e-05, 20, 3e-05, 20, 1e-05 
[1], 21, 21, 2e-05, 21, 3e-05, 21, 2e-05 
[1], 22, 22, 2e-05, 22, 3e-05, 22, 2e-05 
[1], 23, 23, 3e-05, 23, 3e-05, 23, 2e-05 
[1], 24, 24, 3e-05, 24, 3e-05, 24, 2e-05 
[1], 25, 25, 3e-05, 25, 3e-05, 25, 2e-05 
[1], 26, 26, 3e-05, 26, 4e-05, 26, 2e-05 
[1], 27, 27, 3e-05, 27, 4e-05, 27, 2e-05 
[1], 28, 28, 3e-05, 28, 4e-05, 28, 2e-05 
[1], 29, 29, 3e-05, 29, 4e-05, 29, 2e-05 
[1], 30, 30, 3e-05, 30, 4e-05, 30, 2e-05 
[1], 31, 31, 3e-05, 31, 4e-05, 31, 2e-05 
[1], 32, 32, 4e-05, 32, 4e-05, 32, 2e-05 
[1], 33, 33, 4e-05, 33, 5e-05, 33, 2e-05 
[1], 34, 34, 4e-05, 34, 5e-05, 34, 3e-05 
[1], 35, 35, 4e-05, 35, 5e-05, 35, 3e-05 
[1], 36, 36, 4e-05, 36, 5e-05, 36, 3e-05 
[1], 37, 37, 4e-05, 37, 5e-05, 37, 3e-05 
[1], 38, 38, 4e-05, 38, 5e-05, 38, 3e-05 
[1], 39, 39, 4e-05, 39, 5e-05, 39, 3e-05 
[1], 40, 40, 5e-05, 40, 6e-05, 40, 3e-05 
[1], 41, 41, 5e-05, 41, 6e-05, 41, 3e-05 
[1], 42, 42, 5e-05, 42, 6e-05, 42, 3e-05 
[1], 43, 43, 5e-05, 43, 6e-05, 43, 3e-05 
[1], 44, 44, 5e-05, 44, 6e-05, 44, 3e-05 
[1], 45, 45, 5e-05, 45, 6e-05, 45, 3e-05 
[1], 46, 46, 5e-05, 46, 6e-05, 46, 3e-05 
[1], 47, 47, 5e-05, 47, 7e-05, 47, 4e-05 
[1], 48, 48, 6e-05, 48, 7e-05, 48, 4e-05 
[1], 49, 49, 6e-05, 49, 7e-05, 49, 4e-05 
[1], 50, 50, 6e-05, 50, 7e-05, 50, 4e-05 
[1], 51, 51, 6e-05, 51, 7e-05, 51, 4e-05 
[1], 52, 52, 6e-05, 52, 8e-05, 52, 4e-05 
[1], 53, 53, 7e-05, 53, 8e-05, 53, 5e-05 
[1], 54, 54, 7e-05, 54, 9e-05, 54, 5e-05 
[1], 55, 55, 7e-05, 55, 8e-05, 55, 5e-05 
[1], 56, 56, 7e-05, 56, 8e-05, 56, 5e-05 
[1], 57, 57, 7e-05, 57, 8e-05, 57, 5e-05 
[1], 58, 58, 8e-05, 58, 8e-05, 58, 5e-05 
[1], 59, 59, 7e-05, 59, 8e-05, 59, 5e-05 
[1], 60, 60, 8e-05, 60, 9e-05, 60, 5e-05 
[1], 61, 61, 7e-05, 61, 9e-05, 61, 6e-05 
[1], 62, 62, 7e-05, 62, 9e-05, 62, 6e-05 
[1], 63, 63, 8e-05, 63, 9e-05, 63, 6e-05 
[1], 64, 64, 8e-05, 64, 9e-05, 64, 6e-05 
[1], 65, 65, 8e-05, 65, 9e-05, 65, 6e-05 
[1], 66, 66, 8e-05, 66, 9e-05, 66, 6e-05 
[1], 67, 67, 8e-05, 67, 0.0001, 67, 6e-05 
[1], 68, 68, 8e-05, 68, 0.0001, 68, 6e-05 
[1], 69, 69, 8e-05, 69, 0.0001, 69, 6e-05 
[1], 70, 70, 9e-05, 70, 0.0001, 70, 6e-05 
[1], 71, 71, 9e-05, 71, 0.0001, 71, 6e-05 
[1], 72, 72, 9e-05, 72, 0.0001, 72, 6e-05 
[1], 73, 73, 9e-05, 73, 0.00011, 73, 7e-05 
[1], 74, 74, 9e-05, 74, 0.00011, 74, 7e-05 
[1], 75, 75, 9e-05, 75, 0.00011, 75, 7e-05 
[1], 76, 76, 9e-05, 76, 0.00011, 76, 7e-05 
[1], 77, 77, 0.0001, 77, 0.00012, 77, 7e-05 
[1], 78, 78, 0.0001, 78, 0.00011, 78, 7e-05 
[1], 79, 79, 0.0001, 79, 0.00011, 79, 7e-05 
[1], 80, 80, 0.0001, 80, 0.00012, 80, 7e-05 
[1], 81, 81, 0.0001, 81, 0.00012, 81, 7e-05 
[1], 82, 82, 0.00011, 82, 0.00012, 82, 7e-05 
[1], 83, 83, 0.0001, 83, 0.00012, 83, 7e-05 
[1], 84, 84, 0.00011, 84, 0.00012, 84, 8e-05 
[1], 85, 85, 0.00011, 85, 0.00012, 85, 8e-05 
[1], 86, 86, 0.00011, 86, 0.00013, 86, 8e-05 
[1], 87, 87, 0.00011, 87, 0.00013, 87, 8e-05 
[1], 88, 88, 0.00011, 88, 0.00013, 88, 8e-05 
[1], 89, 89, 0.00011, 89, 0.00013, 89, 8e-05 
[1], 90, 90, 0.00011, 90, 0.00013, 90, 8e-05 
[1], 91, 91, 0.00013, 91, 0.00013, 91, 8e-05 
[1], 92, 92, 0.00012, 92, 0.00014, 92, 8e-05 
[1], 93, 93, 0.00012, 93, 0.00014, 93, 8e-05 
[1], 94, 94, 0.00013, 94, 0.00014, 94, 9e-05 
[1], 95, 95, 0.00012, 95, 0.00014, 95, 9e-05 
[1], 96, 96, 0.00012, 96, 0.00014, 96, 9e-05 
[1], 97, 97, 0.00012, 97, 0.00014, 97, 9e-05 
[1], 98, 98, 0.00013, 98, 0.00015, 98, 9e-05 
[1], 99, 99, 0.00013, 99, 0.00015, 99, 9e-05 
[1], 100, 100, 0.00013, 100, 0.00015, 100, 9e-05 
[1], 101, 101, 0.00014, 101, 0.00015, 101, 9e-05 
[1], 102, 102, 0.00014, 102, 0.00016, 102, 0.0001 
[1], 103, 103, 0.00014, 103, 0.00016, 103, 9e-05 
[1], 104, 104, 0.00014, 104, 0.00016, 104, 0.0001 
[1], 105, 105, 0.00015, 105, 0.00016, 105, 0.0001 
[1], 106, 106, 0.00014, 106, 0.00016, 106, 0.0001 
[1], 107, 107, 0.00014, 107, 0.00017, 107, 0.0001 
[1], 108, 108, 0.00014, 108, 0.00017, 108, 0.0001 
[1], 109, 109, 0.00014, 109, 0.00016, 109, 0.0001 
[1], 110, 110, 0.00015, 110, 0.00016, 110, 0.0001 
[1], 111, 111, 0.00015, 111, 0.00017, 111, 0.0001 
[1], 112, 112, 0.00015, 112, 0.00017, 112, 0.0001 
[1], 113, 113, 0.00015, 113, 0.00017, 113, 0.0001 
[1], 114, 114, 0.00015, 114, 0.00017, 114, 0.0001 
[1], 115, 115, 0.00016, 115, 0.00018, 115, 0.00011 
[1], 116, 116, 0.00016, 116, 0.00018, 116, 0.00011 
[1], 117, 117, 0.00017, 117, 0.00019, 117, 0.00011 
[1], 118, 118, 0.00016, 118, 0.00019, 118, 0.00011 
[1], 119, 119, 0.00016, 119, 0.00018, 119, 0.00011 
[1], 120, 120, 0.00016, 120, 0.00018, 120, 0.00011 
[1], 121, 121, 0.00017, 121, 0.00019, 121, 0.00011 
[1], 122, 122, 0.00017, 122, 0.00018, 122, 0.00011 
[1], 123, 123, 0.00017, 123, 0.00019, 123, 0.00011 
[1], 124, 124, 0.00018, 124, 0.0002, 124, 0.00011 
[1], 125, 125, 0.00018, 125, 0.0002, 125, 0.00012 
[1], 126, 126, 0.00017, 126, 0.0002, 126, 0.00012 
[1], 127, 127, 0.00018, 127, 0.0002, 127, 0.00012 
[1], 128, 128, 0.00018, 128, 0.0002, 128, 0.00012 
[1], 129, 129, 0.00018, 129, 0.00021, 129, 0.00012 
[1], 130, 130, 0.00018, 130, 0.0002, 130, 0.00012 
[1], 131, 131, 0.00018, 131, 0.0002, 131, 0.00012 
[1], 132, 132, 0.00018, 132, 0.00021, 132, 0.00012 
[1], 133, 133, 0.00019, 133, 0.00021, 133, 0.00012 
[1], 134, 134, 0.00019, 134, 0.00021, 134, 0.00013 
[1], 135, 135, 0.0002, 135, 0.00021, 135, 0.00013 
[1], 136, 136, 0.0002, 136, 0.00022, 136, 0.00013 
[1], 137, 137, 0.00021, 137, 0.00022, 137, 0.00013 
[1], 138, 138, 0.00021, 138, 0.00022, 138, 0.00013 
[1], 139, 139, 0.00021, 139, 0.00022, 139, 0.00013 
[1], 140, 140, 0.00021, 140, 0.00022, 140, 0.00013 
[1], 141, 141, 0.00021, 141, 0.00023, 141, 0.00014 
[1], 142, 142, 0.00022, 142, 0.00023, 142, 0.00014 
[1], 143, 143, 0.00022, 143, 0.00023, 143, 0.00014 
[1], 144, 144, 0.00022, 144, 0.00023, 144, 0.00014 
[1], 145, 145, 0.00022, 145, 0.00023, 145, 0.00014 
[1], 146, 146, 0.00021, 146, 0.00023, 146, 0.00014 
[1], 147, 147, 0.00022, 147, 0.00023, 147, 0.00014 
[1], 148, 148, 0.00023, 148, 0.00024, 148, 0.00014 
[1], 149, 149, 0.00022, 149, 0.00023, 149, 0.00014 
[1], 150, 150, 0.00023, 150, 0.00023, 150, 0.00014 
[1 2], 0, 0, 0.0, 0, 0.0, 0, 0.0 
[1 2], 1, 1, 0.0, 1, 0.0, 1, 0.0 
[1 2], 2, 3, 0.0, 3, 1e-05, 3, 0.0 
[1 2], 3, 5, 1e-05, 4, 1e-05, 4, 0.0 
[1 2], 4, 8, 1e-05, 6, 1e-05, 6, 1e-05 
[1 2], 5, 11, 1e-05, 7, 1e-05, 7, 1e-05 
[1 2], 6, 15, 2e-05, 9, 1e-05, 9, 1e-05 
[1 2], 7, 19, 2e-05, 10, 1e-05, 10, 1e-05 
[1 2], 8, 24, 3e-05, 12, 2e-05, 12, 1e-05 
[1 2], 9, 29, 3e-05, 13, 2e-05, 13, 1e-05 
[1 2], 10, 35, 4e-05, 15, 2e-05, 15, 1e-05 
[1 2], 11, 41, 5e-05, 16, 2e-05, 16, 1e-05 
[1 2], 12, 48, 5e-05, 18, 2e-05, 18, 1e-05 
[1 2], 13, 55, 6e-05, 19, 3e-05, 19, 1e-05 
[1 2], 14, 63, 7e-05, 21, 3e-05, 21, 1e-05 
[1 2], 15, 71, 8e-05, 22, 3e-05, 22, 1e-05 
[1 2], 16, 80, 9e-05, 24, 3e-05, 24, 2e-05 
[1 2], 17, 89, 0.0001, 25, 3e-05, 25, 2e-05 
[1 2], 18, 99, 0.00011, 27, 4e-05, 27, 2e-05 
[1 2], 19, 109, 0.00012, 28, 4e-05, 28, 2e-05 
[1 2], 20, 120, 0.00013, 30, 4e-05, 30, 2e-05 
[1 2], 21, 131, 0.00015, 31, 4e-05, 31, 2e-05 
[1 2], 22, 143, 0.00016, 33, 4e-05, 33, 2e-05 
[1 2], 23, 155, 0.00017, 34, 5e-05, 34, 2e-05 
[1 2], 24, 168, 0.00019, 36, 5e-05, 36, 2e-05 
[1 2], 25, 181, 0.00021, 37, 5e-05, 37, 2e-05 
[1 2], 26, 195, 0.00022, 39, 5e-05, 39, 3e-05 
[1 2], 27, 209, 0.00024, 40, 5e-05, 40, 3e-05 
[1 2], 28, 224, 0.00026, 42, 6e-05, 42, 3e-05 
[1 2], 29, 239, 0.00027, 43, 6e-05, 43, 3e-05 
[1 2], 30, 255, 0.00029, 45, 6e-05, 45, 3e-05 
[1 2], 31, 271, 0.00032, 46, 6e-05, 46, 3e-05 
[1 2], 32, 288, 0.00032, 48, 6e-05, 48, 3e-05 
[1 2], 33, 305, 0.00035, 49, 7e-05, 49, 3e-05 
[1 2], 34, 323, 0.00037, 51, 7e-05, 51, 3e-05 
[1 2], 35, 341, 0.00039, 52, 8e-05, 52, 3e-05 
[1 2], 36, 360, 0.00043, 54, 8e-05, 54, 4e-05 
[1 2], 37, 379, 0.00044, 55, 8e-05, 55, 4e-05 
[1 2], 38, 399, 0.00047, 57, 8e-05, 57, 4e-05 
[1 2], 39, 419, 0.00047, 58, 8e-05, 58, 4e-05 
[1 2], 40, 440, 0.00049, 60, 8e-05, 60, 4e-05 
[1 2], 41, 461, 0.00052, 61, 8e-05, 61, 4e-05 
[1 2], 42, 483, 0.00054, 63, 8e-05, 63, 4e-05 
[1 2], 43, 505, 0.00057, 64, 9e-05, 64, 4e-05 
[1 2], 44, 528, 0.00059, 66, 9e-05, 66, 4e-05 
[1 2], 45, 551, 0.00063, 67, 9e-05, 67, 4e-05 
[1 2], 46, 575, 0.00066, 69, 9e-05, 69, 4e-05 
[1 2], 47, 599, 0.00066, 70, 9e-05, 70, 4e-05 
[1 2], 48, 624, 0.00071, 72, 0.0001, 72, 5e-05 
[1 2], 49, 649, 0.00073, 73, 0.0001, 73, 5e-05 
[1 2], 50, 675, 0.00076, 75, 0.0001, 75, 5e-05 
[1 2], 51, 701, 0.00079, 76, 0.00011, 76, 5e-05 
[1 2], 52, 728, 0.00084, 78, 0.00011, 78, 5e-05 
[1 2], 53, 755, 0.00087, 79, 0.00011, 79, 5e-05 
[1 2], 54, 783, 0.00089, 81, 0.00011, 81, 5e-05 
[1 2], 55, 811, 0.00095, 82, 0.00011, 82, 6e-05 
[1 2], 56, 840, 0.00098, 84, 0.00012, 84, 6e-05 
[1 2], 57, 869, 0.00101, 85, 0.00012, 85, 6e-05 
[1 2], 58, 899, 0.00103, 87, 0.00012, 87, 6e-05 
[1 2], 59, 929, 0.00106, 88, 0.00012, 88, 6e-05 
[1 2], 60, 960, 0.00111, 90, 0.00012, 90, 6e-05 
[1 2], 61, 991, 0.00114, 91, 0.00013, 91, 6e-05 
[1 2], 62, 1023, 0.00118, 93, 0.00013, 93, 6e-05 
[1 2], 63, 1055, 0.00122, 94, 0.00013, 94, 6e-05 
[1 2], 64, 1088, 0.00125, 96, 0.00013, 96, 6e-05 
[1 2], 65, 1121, 0.00133, 97, 0.00014, 97, 6e-05 
[1 2], 66, 1155, 0.00136, 99, 0.00014, 99, 6e-05 
[1 2], 67, 1189, 0.00141, 100, 0.00014, 100, 7e-05 
[1 2], 68, 1224, 0.00145, 102, 0.00014, 102, 7e-05 
[1 2], 69, 1259, 0.00148, 103, 0.00014, 103, 7e-05 
[1 2], 70, 1295, 0.00151, 105, 0.00015, 105, 7e-05 
[1 2], 71, 1331, 0.00159, 106, 0.00015, 106, 7e-05 
[1 2], 72, 1368, 0.00161, 108, 0.00015, 108, 7e-05 
[1 2], 73, 1405, 0.00165, 109, 0.00015, 109, 7e-05 
[1 2], 74, 1443, 0.00171, 111, 0.00015, 111, 7e-05 
[1 2], 75, 1481, 0.00178, 112, 0.00016, 112, 8e-05 
[1 2], 76, 1520, 0.00178, 114, 0.00015, 114, 7e-05 
[1 2], 77, 1559, 0.00182, 115, 0.00016, 115, 7e-05 
[1 2], 78, 1599, 0.00187, 117, 0.00016, 117, 8e-05 
[1 2], 79, 1639, 0.00194, 118, 0.00016, 118, 8e-05 
[1 2], 80, 1680, 0.00198, 120, 0.00017, 120, 8e-05 
[1 2], 81, 1721, 0.00204, 121, 0.00017, 121, 8e-05 
[1 2], 82, 1763, 0.00213, 123, 0.00017, 123, 9e-05 
[1 2], 83, 1805, 0.00216, 124, 0.00017, 124, 8e-05 
